排名,名称,链接,星级,评分,评价人数,封面图片,导演,年份
81,蝴蝶效应,https://movie.douban.com/subject/1292343/,4.5,8.9,911651,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
82,海豚湾,https://movie.douban.com/subject/3442220/,4.5,9.3,351142,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
83,心灵捕手,https://movie.douban.com/subject/1292656/,4.5,8.9,688474,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
84,功夫,https://movie.douban.com/subject/1291543/,4.5,8.8,1084038,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
85,美国往事,https://movie.douban.com/subject/1292262/,4.5,9.2,401041,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
86,低俗小说,https://movie.douban.com/subject/1291832/,4.5,8.9,810246,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
87,摩登时代,https://movie.douban.com/subject/1294371/,4.5,9.3,291582,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
88,春光乍泄,https://movie.douban.com/subject/1292679/,4.5,9.0,612065,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
89,哈利·波特与阿兹卡班的囚徒,https://movie.douban.com/subject/1291544/,4.5,8.9,699846,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
90,超脱,https://movie.douban.com/subject/5322596/,4.5,9.0,570703,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
91,喜剧之王,https://movie.douban.com/subject/1302425/,4.5,8.8,942227,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
92,致命ID,https://movie.douban.com/subject/1297192/,4.5,8.9,798343,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
93,七宗罪,https://movie.douban.com/subject/1292223/,4.5,8.8,921574,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
94,杀人回忆,https://movie.douban.com/subject/1300299/,4.5,8.9,689191,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
95,红辣椒,https://movie.douban.com/subject/1865703/,4.5,9.1,445942,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
96,加勒比海盗,https://movie.douban.com/subject/1298070/,4.5,8.8,835000,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
97,狩猎,https://movie.douban.com/subject/6985810/,4.5,9.1,377649,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
98,哈利·波特与密室,https://movie.douban.com/subject/1296996/,4.5,8.8,727143,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
99,被嫌弃的松子的一生,https://movie.douban.com/subject/1787291/,4.5,8.9,687930,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
100,7号房的礼物,https://movie.douban.com/subject/10777687/,4.5,8.9,542572,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...","
                            2012 / 丹麦 瑞典 / 剧情
                        "
101,一一,https://movie.douban.com/subject/1292434/,4.5,9.1,376616,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
102,请以你的名字呼唤我,https://movie.douban.com/subject/26799731/,4.5,8.9,700384,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
103,唐伯虎点秋香,https://movie.douban.com/subject/1306249/,4.5,8.7,1047530,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
104,断背山,https://movie.douban.com/subject/1418834/,4.5,8.8,691956,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
105,剪刀手爱德华,https://movie.douban.com/subject/1292370/,4.5,8.7,1014614,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
106,勇敢的心,https://movie.douban.com/subject/1294639/,4.5,8.9,549067,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
107,入殓师,https://movie.douban.com/subject/2149806/,4.5,8.9,647152,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
108,爱在黎明破晓前,https://movie.douban.com/subject/1296339/,4.5,8.8,657883,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
109,第六感,https://movie.douban.com/subject/1297630/,4.5,8.9,540756,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
110,重庆森林,https://movie.douban.com/subject/1291999/,4.5,8.8,786763,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
111,蝙蝠侠：黑暗骑士崛起,https://movie.douban.com/subject/3395373/,4.5,8.8,700147,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
112,幽灵公主,https://movie.douban.com/subject/1297359/,4.5,8.9,509157,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
113,超能陆战队,https://movie.douban.com/subject/11026735/,4.5,8.7,984564,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
114,菊次郎的夏天,https://movie.douban.com/subject/1293359/,4.5,8.9,578166,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
115,爱在日落黄昏时,https://movie.douban.com/subject/1291990/,4.5,8.9,540369,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
116,天使爱美丽,https://movie.douban.com/subject/1292215/,4.5,8.7,941048,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
117,甜蜜蜜,https://movie.douban.com/subject/1305164/,4.5,8.9,529134,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
118,阳光灿烂的日子,https://movie.douban.com/subject/1291875/,4.5,8.9,599618,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
119,小森林 夏秋篇,https://movie.douban.com/subject/25814705/,4.5,9.0,414799,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
120,完美的世界,https://movie.douban.com/subject/1300992/,4.5,9.1,305214,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
121,借东西的小人阿莉埃蒂,https://movie.douban.com/subject/4202302/,4.5,8.9,536492,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
122,消失的爱人,https://movie.douban.com/subject/21318488/,4.5,8.7,907775,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
123,无人知晓,https://movie.douban.com/subject/1292337/,4.5,9.1,308353,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
124,倩女幽魂,https://movie.douban.com/subject/1297447/,4.5,8.8,711999,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
125,小森林 冬春篇,https://movie.douban.com/subject/25814707/,4.5,9.0,370327,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...","
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        "
126,侧耳倾听,https://movie.douban.com/subject/1297052/,4.5,8.9,448331,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
127,时空恋旅人,https://movie.douban.com/subject/10577869/,4.5,8.8,642091,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
128,寄生虫,https://movie.douban.com/subject/27010768/,4.5,8.8,1332760,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
129,幸福终点站,https://movie.douban.com/subject/1292274/,4.5,8.8,553353,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
130,驯龙高手,https://movie.douban.com/subject/2353023/,4.5,8.8,736594,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
131,萤火之森,https://movie.douban.com/subject/5989818/,4.5,8.9,520573,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
132,教父3,https://movie.douban.com/subject/1294240/,4.5,9.0,361855,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
133,一个叫欧维的男人决定去死,https://movie.douban.com/subject/26628357/,4.5,8.9,458757,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
134,怪兽电力公司,https://movie.douban.com/subject/1291579/,4.5,8.8,649643,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
135,未麻的部屋,https://movie.douban.com/subject/1395091/,4.5,9.1,318041,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
136,哈利·波特与火焰杯,https://movie.douban.com/subject/1309055/,4.5,8.8,633845,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
137,玩具总动员3,https://movie.douban.com/subject/1858711/,4.5,8.9,499005,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
138,傲慢与偏见,https://movie.douban.com/subject/1418200/,4.5,8.7,772206,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
139,釜山行,https://movie.douban.com/subject/25986180/,4.5,8.6,1166823,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
140,玛丽和马克思,https://movie.douban.com/subject/3072124/,4.5,8.9,414434,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
141,神偷奶爸,https://movie.douban.com/subject/3287562/,4.5,8.7,925046,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
142,新世界,https://movie.douban.com/subject/10437779/,4.5,8.9,413567,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
143,被解救的姜戈,https://movie.douban.com/subject/6307447/,4.5,8.8,591620,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
144,告白,https://movie.douban.com/subject/4268598/,4.5,8.8,657990,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
145,大鱼,https://movie.douban.com/subject/1291545/,4.5,8.8,555477,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
146,哪吒闹海,https://movie.douban.com/subject/1307315/,4.5,9.2,251171,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
147,射雕英雄传之东成西就,https://movie.douban.com/subject/1316510/,4.5,8.7,616719,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
148,阳光姐妹淘,https://movie.douban.com/subject/4917726/,4.5,8.8,580049,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
149,头号玩家,https://movie.douban.com/subject/4920389/,4.5,8.7,1333525,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
150,我是山姆,https://movie.douban.com/subject/1306861/,4.5,9.0,328864,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...","
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        "
151,喜宴,https://movie.douban.com/subject/1303037/,4.5,9.0,349213,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
152,模仿游戏,https://movie.douban.com/subject/10463953/,4.5,8.8,629206,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
153,恐怖直播,https://movie.douban.com/subject/21360417/,4.5,8.7,635657,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
154,血战钢锯岭,https://movie.douban.com/subject/26325320/,4.5,8.7,766095,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
155,花样年华,https://movie.douban.com/subject/1291557/,4.5,8.7,586996,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
156,七武士,https://movie.douban.com/subject/1295399/,4.5,9.3,191460,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
157,九品芝麻官,https://movie.douban.com/subject/1297518/,4.5,8.7,651571,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
158,头脑特工队,https://movie.douban.com/subject/10533913/,4.5,8.8,592237,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
159,色，戒,https://movie.douban.com/subject/1828115/,4.5,8.6,770226,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
160,茶馆,https://movie.douban.com/subject/1461403/,5,9.5,132402,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
161,黑客帝国3：矩阵革命,https://movie.douban.com/subject/1302467/,4.5,8.8,435533,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
162,惊魂记,https://movie.douban.com/subject/1293181/,4.5,9.0,280723,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
163,电锯惊魂,https://movie.douban.com/subject/1417598/,4.5,8.7,515888,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...","
                            1986 / 中国香港 / 剧情 动作 犯罪
                        "
